epoch,dataset,atten_masks,train_acc,train_f1_score,train_recall,train_precision,train_loss,test_acc,test_f1_score,test_recall,test_precision,test_loss,train_num,train_tp,train_fp,train_tn,train_fn,test_num,test_tp,test_fp,test_tn,test_fn
49,5,5,85.3303,84.3945,79.3337,90.1450,42494.19775391,89.9108,64.6111,79.5918,54.3765,2877.45411301,121318.0000,48123.0000,5261.0000,55398.0000,12536.0000,7622.0000,702.0000,589.0000,6151.0000,180.0000
50,5,5,85.3377,84.2291,78.3082,91.1185,41998.08065796,90.8423,66.5709,78.7982,57.6285,2514.59461784,121318.0000,47501.0000,4630.0000,56029.0000,13158.0000,7622.0000,695.0000,511.0000,6229.0000,187.0000
51,5,5,85.3624,84.2089,78.0577,91.4126,41844.60037231,91.1309,67.1206,78.2313,58.7734,2448.85537720,121318.0000,47349.0000,4448.0000,56211.0000,13310.0000,7622.0000,690.0000,484.0000,6256.0000,192.0000
52,5,5,85.3410,84.2438,78.3775,91.0594,41812.18176270,90.8029,66.4754,78.7982,57.4855,2591.49765396,121318.0000,47543.0000,4668.0000,55991.0000,13116.0000,7622.0000,695.0000,514.0000,6226.0000,187.0000
53,5,5,85.3797,84.2557,78.2407,91.2727,41681.05937195,90.9866,66.7956,78.3447,58.2140,2509.07234955,121318.0000,47460.0000,4538.0000,56121.0000,13199.0000,7622.0000,691.0000,496.0000,6244.0000,191.0000
54,5,5,85.4234,84.3728,78.7006,90.9262,41740.93620300,90.7767,66.5079,79.1383,57.3541,2657.25478172,121318.0000,47739.0000,4764.0000,55895.0000,12920.0000,7622.0000,698.0000,519.0000,6221.0000,184.0000
55,5,5,85.4201,84.2787,78.1599,91.4370,41506.65216064,91.1965,67.3479,78.4580,58.9940,2491.17940712,121318.0000,47411.0000,4440.0000,56219.0000,13248.0000,7622.0000,692.0000,481.0000,6259.0000,190.0000
56,5,5,85.4226,84.3405,78.5127,91.1030,41525.76473999,90.9473,66.8588,78.9116,58.0000,2584.18514442,121318.0000,47625.0000,4651.0000,56008.0000,13034.0000,7622.0000,696.0000,504.0000,6236.0000,186.0000
57,5,5,85.3987,84.2312,77.9950,91.5514,41406.79394531,91.2097,67.3171,78.2313,59.0753,2467.18276691,121318.0000,47311.0000,4366.0000,56293.0000,13348.0000,7622.0000,690.0000,478.0000,6262.0000,192.0000
58,5,5,85.4119,84.2902,78.2720,91.3110,41360.17034912,91.0522,67.0213,78.5714,58.4317,2507.14840603,121318.0000,47479.0000,4518.0000,56141.0000,13180.0000,7622.0000,693.0000,493.0000,6247.0000,189.0000
59,5,5,85.4152,84.2319,77.9109,91.6691,41331.67765808,91.3933,67.7165,78.0045,59.8261,2384.39563942,121318.0000,47260.0000,4295.0000,56364.0000,13399.0000,7622.0000,688.0000,462.0000,6278.0000,194.0000
0,6,6,64.6071,59.6250,52.2676,69.3931,80105.91326904,73.8651,30.9293,50.5669,22.2777,4854.68138123,121318.0000,31705.0000,13984.0000,46675.0000,28954.0000,7622.0000,446.0000,1556.0000,5184.0000,436.0000
1,6,6,67.7500,67.7013,67.5992,67.8038,73019.77847290,67.3052,31.5385,65.0794,20.8122,4606.99175262,121318.0000,41005.0000,19471.0000,41188.0000,19654.0000,7622.0000,574.0000,2184.0000,4556.0000,308.0000
2,6,6,70.4158,69.8428,68.5158,71.2222,70030.06396484,71.1493,34.4169,65.4195,23.3509,4295.03194809,121318.0000,41561.0000,16793.0000,43866.0000,19098.0000,7622.0000,577.0000,1894.0000,4846.0000,305.0000
3,6,6,74.4185,74.1704,73.4582,74.8966,65416.40428162,74.0488,38.5333,70.2948,26.5411,4045.84912109,121318.0000,44559.0000,14935.0000,45724.0000,16100.0000,7622.0000,620.0000,1716.0000,5024.0000,262.0000
4,6,6,77.6818,77.5612,77.1444,77.9826,60872.43156433,77.0533,42.5993,73.5828,29.9769,3884.62698555,121318.0000,46795.0000,13212.0000,47447.0000,13864.0000,7622.0000,649.0000,1516.0000,5224.0000,233.0000
5,6,6,78.7608,77.5523,73.3774,82.2310,59070.16174316,81.7108,47.0365,70.1814,35.3714,3501.02861404,121318.0000,44510.0000,9618.0000,51041.0000,16149.0000,7622.0000,619.0000,1131.0000,5609.0000,263.0000
6,6,6,79.5026,78.6522,75.5189,82.0567,57617.12057495,81.2385,47.1154,72.2222,34.9616,3647.78037262,121318.0000,45809.0000,10017.0000,50642.0000,14850.0000,7622.0000,637.0000,1185.0000,5555.0000,245.0000
7,6,6,80.0096,79.2491,76.3448,82.3831,56588.51705933,81.5403,47.5587,72.3356,35.4248,3716.32296753,121318.0000,46310.0000,9903.0000,50756.0000,14349.0000,7622.0000,638.0000,1163.0000,5577.0000,244.0000
8,6,6,80.4580,79.4508,75.5568,83.7680,55423.98397827,83.0097,49.5127,71.9955,37.7302,3533.95427513,121318.0000,45832.0000,8881.0000,51778.0000,14827.0000,7622.0000,635.0000,1048.0000,5692.0000,247.0000
9,6,6,80.9880,79.7258,74.7622,85.3952,54442.62808228,84.7415,51.9223,71.2018,40.8588,3344.22321892,121318.0000,45350.0000,7756.0000,52903.0000,15309.0000,7622.0000,628.0000,909.0000,5831.0000,254.0000
10,6,6,81.1578,80.0604,75.6541,85.0117,53704.38955688,84.3348,51.6207,72.2222,40.1639,3397.94172859,121318.0000,45891.0000,8091.0000,52568.0000,14768.0000,7622.0000,637.0000,949.0000,5791.0000,245.0000
11,6,6,81.6655,80.4004,75.2106,86.3595,52648.93122864,85.5943,53.4746,71.5420,42.6928,3205.43590546,121318.0000,45622.0000,7206.0000,53453.0000,15037.0000,7622.0000,631.0000,847.0000,5893.0000,251.0000
12,6,6,81.9120,80.5523,74.9205,87.0997,51852.63676453,86.2241,54.5061,71.3152,44.1094,3071.80396080,121318.0000,45446.0000,6731.0000,53928.0000,15213.0000,7622.0000,629.0000,797.0000,5943.0000,253.0000
13,6,6,82.5525,81.3889,76.3003,87.2047,50732.29653931,86.3946,55.4745,73.2426,44.6441,3082.64565468,121318.0000,46283.0000,6791.0000,53868.0000,14376.0000,7622.0000,646.0000,801.0000,5939.0000,236.0000
14,6,6,82.9308,82.0346,77.9423,86.5805,50168.90629578,85.7518,54.6745,74.2630,43.2629,3179.78808975,121318.0000,47279.0000,7328.0000,53331.0000,13380.0000,7622.0000,655.0000,859.0000,5881.0000,227.0000
15,6,6,83.4402,82.5085,78.1137,87.4273,49351.24723816,86.8014,56.6379,74.4898,45.6885,3034.15381050,121318.0000,47383.0000,6814.0000,53845.0000,13276.0000,7622.0000,657.0000,781.0000,5959.0000,225.0000
16,6,6,83.7419,82.9539,79.1193,87.1792,48942.46047974,86.5127,56.8067,76.6440,45.1268,3082.19458389,121318.0000,47993.0000,7058.0000,53601.0000,12666.0000,7622.0000,676.0000,822.0000,5918.0000,206.0000
17,6,6,84.0312,83.0426,78.2011,88.5231,48337.28193665,88.0609,59.4835,75.7370,48.9736,2856.23023987,121318.0000,47436.0000,6150.0000,54509.0000,13223.0000,7622.0000,668.0000,696.0000,6044.0000,214.0000
18,6,6,84.1928,82.8653,76.4454,90.4623,48531.51248169,89.4647,61.6340,73.1293,53.2618,2517.89047623,121318.0000,46371.0000,4889.0000,55770.0000,14288.0000,7622.0000,645.0000,566.0000,6174.0000,237.0000
19,6,6,84.2150,83.3831,79.2084,88.0224,47467.17507935,87.5098,58.7164,76.7574,47.5421,2979.67674828,121318.0000,48047.0000,6538.0000,54121.0000,12612.0000,7622.0000,677.0000,747.0000,5993.0000,205.0000
20,6,6,84.4936,83.4890,78.4088,89.2730,46974.20300293,88.6382,60.6005,75.5102,50.6079,2739.65751457,121318.0000,47562.0000,5715.0000,54944.0000,13097.0000,7622.0000,666.0000,650.0000,6090.0000,216.0000
21,6,6,84.6329,83.5749,78.1912,89.7547,46656.10029602,89.0318,61.4391,75.5102,51.7885,2654.43975830,121318.0000,47430.0000,5414.0000,55245.0000,13229.0000,7622.0000,666.0000,620.0000,6120.0000,216.0000
22,6,6,84.7665,83.6424,77.8945,90.3062,46419.43917847,89.3597,62.0141,75.0567,52.8332,2546.22968864,121318.0000,47250.0000,5072.0000,55587.0000,13409.0000,7622.0000,662.0000,591.0000,6149.0000,220.0000
23,6,6,84.8530,83.7820,78.2489,90.1571,46103.53601074,89.3335,62.1332,75.6236,52.7273,2572.29064751,121318.0000,47465.0000,5182.0000,55477.0000,13194.0000,7622.0000,667.0000,598.0000,6142.0000,215.0000
24,6,6,84.8736,83.8270,78.4022,90.0583,45646.23768616,89.2548,62.1359,76.1905,52.4590,2640.79023361,121318.0000,47558.0000,5250.0000,55409.0000,13101.0000,7622.0000,672.0000,609.0000,6131.0000,210.0000
25,6,6,84.8324,83.9353,79.2479,89.2120,45466.53402710,88.5594,60.8969,76.9841,50.3709,2865.18202591,121318.0000,48071.0000,5813.0000,54846.0000,12588.0000,7622.0000,679.0000,669.0000,6071.0000,203.0000
26,6,6,85.0344,84.0154,78.6594,90.1540,45118.14256287,89.3073,62.2510,76.1905,52.6233,2656.37864304,121318.0000,47714.0000,5211.0000,55448.0000,12945.0000,7622.0000,672.0000,605.0000,6135.0000,210.0000
27,6,6,85.1308,84.0725,78.4863,90.5148,44874.54791260,89.5697,62.7635,75.9637,53.4717,2598.87858200,121318.0000,47609.0000,4989.0000,55670.0000,13050.0000,7622.0000,670.0000,583.0000,6157.0000,212.0000
28,6,6,85.1654,84.0860,78.3824,90.6847,44777.72555542,89.7402,63.1480,75.9637,54.0323,2559.14423370,121318.0000,47546.0000,4884.0000,55775.0000,13113.0000,7622.0000,670.0000,570.0000,6170.0000,212.0000
29,6,6,85.1935,84.1256,78.4665,90.6644,44515.74327087,89.7927,63.3019,76.0771,54.2003,2567.44278908,121318.0000,47597.0000,4901.0000,55758.0000,13062.0000,7622.0000,671.0000,567.0000,6173.0000,211.0000
30,6,6,85.1234,84.1107,78.7501,90.2545,44274.44776917,89.4253,62.6160,76.5306,52.9827,2702.26940346,121318.0000,47769.0000,5158.0000,55501.0000,12890.0000,7622.0000,675.0000,599.0000,6141.0000,207.0000
31,6,6,85.1580,84.1217,78.6314,90.4363,44043.59672546,89.5565,62.8037,76.1905,53.4181,2684.42870712,121318.0000,47697.0000,5044.0000,55615.0000,12962.0000,7622.0000,672.0000,586.0000,6154.0000,210.0000
32,6,6,85.2742,84.1086,77.9390,91.3389,44188.43542480,90.5143,64.9199,75.8503,56.7430,2393.44752312,121318.0000,47277.0000,4483.0000,56176.0000,13382.0000,7622.0000,669.0000,510.0000,6230.0000,213.0000
33,6,6,85.2273,84.2025,78.7402,90.4791,43793.23632812,89.5565,62.8385,76.3039,53.4127,2673.06765556,121318.0000,47763.0000,5026.0000,55633.0000,12896.0000,7622.0000,673.0000,587.0000,6153.0000,209.0000
34,6,6,85.2149,84.2005,78.7946,90.4029,43636.39419556,89.5434,62.8438,76.4172,53.3650,2716.90641212,121318.0000,47796.0000,5074.0000,55585.0000,12863.0000,7622.0000,674.0000,589.0000,6151.0000,208.0000
35,6,6,85.3014,84.1389,77.9719,91.3652,43633.88835144,90.5799,65.1456,76.0771,56.9610,2433.96935463,121318.0000,47297.0000,4470.0000,56189.0000,13362.0000,7622.0000,671.0000,507.0000,6233.0000,211.0000
36,6,6,85.2495,84.2884,79.1325,90.1630,43489.47401428,89.3466,62.5115,76.7574,52.7259,2793.89027405,121318.0000,48001.0000,5237.0000,55422.0000,12658.0000,7622.0000,677.0000,607.0000,6133.0000,205.0000
37,6,6,85.3476,84.2171,78.1846,91.2583,43327.12417603,90.4749,64.9275,76.1905,56.5657,2480.53881836,121318.0000,47426.0000,4543.0000,56116.0000,13233.0000,7622.0000,672.0000,516.0000,6224.0000,210.0000
38,6,6,85.3657,84.2492,78.2769,91.2081,43189.05915833,90.3962,64.7399,76.1905,56.2814,2474.94910431,121318.0000,47482.0000,4577.0000,56082.0000,13177.0000,7622.0000,672.0000,522.0000,6218.0000,210.0000
39,6,6,85.3427,84.2843,78.6083,90.8438,43004.90628052,89.9895,63.8217,76.3039,54.8492,2644.87967682,121318.0000,47683.0000,4806.0000,55853.0000,12976.0000,7622.0000,673.0000,554.0000,6186.0000,209.0000
40,6,6,85.2990,84.3962,79.5133,89.9180,43221.90792847,89.1892,62.3400,77.3243,52.2205,2870.91336441,121318.0000,48232.0000,5408.0000,55251.0000,12427.0000,7622.0000,682.0000,624.0000,6116.0000,200.0000
41,6,6,85.4111,84.3337,78.5341,91.0582,42722.86109924,90.1994,64.3096,76.3039,55.5739,2573.90793228,121318.0000,47638.0000,4678.0000,55981.0000,13021.0000,7622.0000,673.0000,538.0000,6202.0000,209.0000
42,6,6,85.4020,84.2983,78.3725,91.1933,42644.59727478,90.3569,64.6124,76.0771,56.1506,2517.13358688,121318.0000,47540.0000,4591.0000,56068.0000,13119.0000,7622.0000,671.0000,524.0000,6216.0000,211.0000
43,6,6,85.3600,84.3874,79.1309,90.3921,42768.18313599,89.5303,62.9182,76.7574,53.3071,2742.19287872,121318.0000,48000.0000,5102.0000,55557.0000,12659.0000,7622.0000,677.0000,593.0000,6147.0000,205.0000
44,6,6,85.4366,84.3118,78.2670,91.3685,42555.99430847,90.5012,64.9225,75.9637,56.6836,2461.42217255,121318.0000,47476.0000,4485.0000,56174.0000,13183.0000,7622.0000,670.0000,512.0000,6228.0000,212.0000
45,6,6,85.4638,84.4000,78.6446,91.0644,42396.38175964,90.1863,64.2105,76.0771,55.5464,2537.48784256,121318.0000,47705.0000,4681.0000,55978.0000,12954.0000,7622.0000,671.0000,537.0000,6203.0000,211.0000
46,6,6,85.4201,84.3016,78.2951,91.3064,42536.78666687,90.5012,64.9564,76.0771,56.6723,2476.27789879,121318.0000,47493.0000,4522.0000,56137.0000,13166.0000,7622.0000,671.0000,513.0000,6227.0000,211.0000
47,6,6,85.4803,84.3627,78.3330,91.3980,42218.09544373,90.5012,64.8885,75.8503,56.6949,2482.20596504,121318.0000,47516.0000,4472.0000,56187.0000,13143.0000,7622.0000,669.0000,511.0000,6229.0000,213.0000
48,6,6,85.5174,84.4494,78.6495,91.1728,42040.07237244,90.2388,64.4019,76.3039,55.7119,2559.06194687,121318.0000,47708.0000,4619.0000,56040.0000,12951.0000,7622.0000,673.0000,535.0000,6205.0000,209.0000
49,6,6,85.4844,84.5827,79.6353,90.1854,42321.54010010,89.3073,62.7343,77.7778,52.5670,2881.04955292,121318.0000,48306.0000,5257.0000,55402.0000,12353.0000,7622.0000,686.0000,619.0000,6121.0000,196.0000
50,6,6,85.4613,84.3101,78.1236,91.5606,42183.82057190,90.7242,65.4279,75.8503,57.5236,2409.73600578,121318.0000,47389.0000,4368.0000,56291.0000,13270.0000,7622.0000,669.0000,494.0000,6246.0000,213.0000
51,6,6,85.5050,84.3818,78.3132,91.4699,41868.59936523,90.5930,65.1095,75.8503,57.0332,2478.24683189,121318.0000,47504.0000,4430.0000,56229.0000,13155.0000,7622.0000,669.0000,504.0000,6236.0000,213.0000
52,6,6,85.4836,84.3598,78.2984,91.4385,41830.89324951,90.5930,65.1773,76.0771,57.0093,2476.98100853,121318.0000,47495.0000,4447.0000,56212.0000,13164.0000,7622.0000,671.0000,506.0000,6234.0000,211.0000
53,6,6,85.5454,84.4172,78.3050,91.5643,41799.97103882,90.5143,64.9540,75.9637,56.7316,2419.95439911,121318.0000,47499.0000,4376.0000,56283.0000,13160.0000,7622.0000,670.0000,511.0000,6229.0000,212.0000
54,6,6,85.5001,84.4453,78.7187,91.0703,41679.62814331,90.2125,64.3403,76.3039,55.6198,2601.33929825,121318.0000,47750.0000,4682.0000,55977.0000,12909.0000,7622.0000,673.0000,537.0000,6203.0000,209.0000
55,6,6,85.5256,84.4690,78.7220,91.1211,41640.00375366,90.1207,64.0916,76.1905,55.3086,2553.46839905,121318.0000,47752.0000,4653.0000,56006.0000,12907.0000,7622.0000,672.0000,543.0000,6197.0000,210.0000
56,6,6,85.5446,84.4927,78.7616,91.1234,41516.16479492,90.1863,64.3470,76.5306,55.5099,2589.46004486,121318.0000,47776.0000,4654.0000,56005.0000,12883.0000,7622.0000,675.0000,541.0000,6199.0000,207.0000
57,6,6,85.4976,84.4483,78.7501,91.0354,41536.58831787,90.1338,64.1905,76.4172,55.3366,2620.68629265,121318.0000,47769.0000,4704.0000,55955.0000,12890.0000,7622.0000,674.0000,544.0000,6196.0000,208.0000
58,6,6,85.5421,84.3692,78.0379,91.8184,41538.72552490,90.8029,65.5866,75.7370,57.8355,2358.79341888,121318.0000,47337.0000,4218.0000,56441.0000,13322.0000,7622.0000,668.0000,487.0000,6253.0000,214.0000
59,6,6,85.4968,84.3091,77.9274,91.8292,41438.00288391,90.8161,65.6526,75.8503,57.8720,2348.41403389,121318.0000,47270.0000,4206.0000,56453.0000,13389.0000,7622.0000,669.0000,487.0000,6253.0000,213.0000
0,7,7,64.8280,61.0092,55.0339,68.4400,80030.29064941,71.8709,30.5250,53.4014,21.3702,4898.86804962,121318.0000,33383.0000,15394.0000,45265.0000,27276.0000,7622.0000,471.0000,1733.0000,5007.0000,411.0000
1,7,7,67.7253,68.3440,69.6797,67.0585,73141.48468018,65.6258,31.4495,68.1406,20.4422,4767.21820831,121318.0000,42267.0000,20763.0000,39896.0000,18392.0000,7622.0000,601.0000,2339.0000,4401.0000,281.0000
2,7,7,70.3160,69.8992,68.9312,70.8947,70045.53231812,71.1624,35.3909,68.2540,23.8889,4323.85128021,121318.0000,41813.0000,17166.0000,43493.0000,18846.0000,7622.0000,602.0000,1918.0000,4822.0000,280.0000
3,7,7,74.4688,74.7473,75.5716,73.9407,65385.29730225,73.3535,39.9645,76.6440,27.0292,4163.82162857,121318.0000,45841.0000,16156.0000,44503.0000,14818.0000,7622.0000,676.0000,1825.0000,4915.0000,206.0000
4,7,7,77.6653,77.3679,76.3514,78.4119,60985.03465271,78.5227,45.5241,77.5510,32.2186,3737.78391647,121318.0000,46314.0000,12751.0000,47908.0000,14345.0000,7622.0000,684.0000,1439.0000,5301.0000,198.0000
5,7,7,78.7031,77.8870,75.0128,80.9904,59047.88923645,81.4222,48.6584,76.0771,35.7676,3567.71340179,121318.0000,45502.0000,10680.0000,49979.0000,15157.0000,7622.0000,671.0000,1205.0000,5535.0000,211.0000
6,7,7,79.3600,78.5561,75.6112,81.7398,57662.52909851,81.8289,49.3601,76.5306,36.4274,3561.99634933,121318.0000,45865.0000,10246.0000,50413.0000,14794.0000,7622.0000,675.0000,1178.0000,5562.0000,207.0000
7,7,7,79.9395,78.8904,74.9699,83.2436,56371.96946716,83.5476,51.5830,75.7370,39.1101,3457.49480057,121318.0000,45476.0000,9154.0000,51505.0000,15183.0000,7622.0000,668.0000,1040.0000,5700.0000,214.0000
8,7,7,80.5528,79.1439,73.7978,85.3252,55276.76985168,85.4107,54.2763,74.8299,42.5806,3197.66815186,121318.0000,44765.0000,7699.0000,52960.0000,15894.0000,7622.0000,660.0000,890.0000,5850.0000,222.0000
9,7,7,80.9938,79.6591,74.4325,85.6753,54247.81031799,85.6731,54.7639,74.9433,43.1462,3192.99802780,121318.0000,45150.0000,7549.0000,53110.0000,15509.0000,7622.0000,661.0000,871.0000,5869.0000,221.0000
10,7,7,81.2386,80.0060,75.0738,85.6318,53358.72222900,85.5419,54.6129,75.1701,42.8849,3245.14752579,121318.0000,45539.0000,7641.0000,53018.0000,15120.0000,7622.0000,663.0000,883.0000,5857.0000,219.0000
11,7,7,81.6672,80.1354,73.9560,87.4415,52537.09431458,87.1425,57.1678,74.1497,46.5149,2970.57960892,121318.0000,44861.0000,6443.0000,54216.0000,15798.0000,7622.0000,654.0000,752.0000,5988.0000,228.0000
12,7,7,82.0595,80.9874,76.4206,86.1348,51385.65118408,86.1847,55.9967,75.9637,44.3415,3172.40147018,121318.0000,46356.0000,7462.0000,53197.0000,14303.0000,7622.0000,670.0000,841.0000,5899.0000,212.0000
13,7,7,82.7635,81.5223,76.0464,87.8480,50334.71932983,87.6017,58.4615,75.3968,47.7387,2907.35581207,121318.0000,46129.0000,6381.0000,54278.0000,14530.0000,7622.0000,665.0000,728.0000,6012.0000,217.0000
14,7,7,83.3421,82.2146,77.0026,88.1834,49589.42102051,87.7066,58.8855,76.0771,48.0315,2846.34502411,121318.0000,46709.0000,6259.0000,54400.0000,13950.0000,7622.0000,671.0000,726.0000,6014.0000,211.0000
15,7,7,83.6455,82.7174,78.2753,87.6939,48791.57354736,87.3524,58.5198,77.0975,47.1567,2944.10004425,121318.0000,47481.0000,6663.0000,53996.0000,13178.0000,7622.0000,680.0000,762.0000,5978.0000,202.0000
16,7,7,83.8557,82.9512,78.5506,87.8741,48271.00170898,87.5230,59.0263,77.6644,47.6025,2932.16935730,121318.0000,47648.0000,6575.0000,54084.0000,13011.0000,7622.0000,685.0000,754.0000,5986.0000,197.0000
17,7,7,84.1466,83.1837,78.4203,88.5631,47672.33464050,88.1002,60.0264,77.2109,49.0988,2850.09898758,121318.0000,47569.0000,6143.0000,54516.0000,13090.0000,7622.0000,681.0000,706.0000,6034.0000,201.0000
18,7,7,84.3857,83.2228,77.4543,89.9196,47339.11952209,89.5303,62.7451,76.1905,53.3333,2603.74385262,121318.0000,46983.0000,5267.0000,55392.0000,13676.0000,7622.0000,672.0000,588.0000,6152.0000,210.0000
19,7,7,84.5019,83.5186,78.5357,89.1765,46637.38458252,88.8612,61.4966,76.8707,51.2472,2800.42864990,121318.0000,47639.0000,5782.0000,54877.0000,13020.0000,7622.0000,678.0000,645.0000,6095.0000,204.0000
20,7,7,84.6742,83.6106,78.1846,89.8458,46216.38757324,89.4516,62.7433,76.7574,53.0564,2699.53972244,121318.0000,47426.0000,5360.0000,55299.0000,13233.0000,7622.0000,677.0000,599.0000,6141.0000,205.0000
21,7,7,84.7747,83.6304,77.7840,90.4270,46032.78152466,89.8977,63.5762,76.1905,54.5455,2574.25945282,121318.0000,47183.0000,4995.0000,55664.0000,13476.0000,7622.0000,672.0000,560.0000,6180.0000,210.0000
22,7,7,84.8258,83.7358,78.1236,90.2166,45561.89666748,89.7927,63.6109,77.0975,54.1401,2642.25525856,121318.0000,47389.0000,5139.0000,55520.0000,13270.0000,7622.0000,680.0000,576.0000,6164.0000,202.0000
23,7,7,84.9305,83.7767,77.8186,90.7228,45431.16848755,90.2388,64.4019,76.3039,55.7119,2536.60751343,121318.0000,47204.0000,4827.0000,55832.0000,13455.0000,7622.0000,673.0000,535.0000,6205.0000,209.0000
24,7,7,84.9816,83.8878,78.1928,90.4775,45004.29080200,90.0026,63.9205,76.5306,54.8780,2634.21908951,121318.0000,47431.0000,4992.0000,55667.0000,13228.0000,7622.0000,675.0000,555.0000,6185.0000,207.0000
25,7,7,85.0789,83.9592,78.0989,90.7704,44615.98419189,90.3175,64.6213,76.4172,55.9801,2645.70024681,121318.0000,47374.0000,4817.0000,55842.0000,13285.0000,7622.0000,674.0000,530.0000,6210.0000,208.0000
26,7,7,85.1852,83.9416,77.4411,91.6335,44907.27986145,90.7636,65.5240,75.8503,57.6724,2382.14477539,121318.0000,46975.0000,4289.0000,56370.0000,13684.0000,7622.0000,669.0000,491.0000,6249.0000,213.0000
27,7,7,85.1440,83.9942,77.9604,91.0404,44310.82823181,90.5405,65.1522,76.4172,56.7818,2570.24894142,121318.0000,47290.0000,4654.0000,56005.0000,13369.0000,7622.0000,674.0000,513.0000,6227.0000,208.0000
28,7,7,85.1275,84.0040,78.1038,90.8685,44200.40464783,90.3962,64.9089,76.7574,56.2292,2623.05544853,121318.0000,47377.0000,4761.0000,55898.0000,13282.0000,7622.0000,677.0000,527.0000,6213.0000,205.0000
29,7,7,85.2297,84.0634,77.9109,91.2708,43779.25540161,90.6980,65.4988,76.3039,57.3743,2591.06356621,121318.0000,47260.0000,4520.0000,56139.0000,13399.0000,7622.0000,673.0000,500.0000,6240.0000,209.0000
30,7,7,85.1588,84.0128,77.9901,91.0435,43658.85624695,90.5143,65.1230,76.5306,56.6751,2678.03347588,121318.0000,47308.0000,4654.0000,56005.0000,13351.0000,7622.0000,675.0000,516.0000,6224.0000,207.0000
31,7,7,85.2965,84.1203,77.8895,91.4346,43465.34536743,90.7636,65.6250,76.1905,57.6329,2558.99425316,121318.0000,47247.0000,4426.0000,56233.0000,13412.0000,7622.0000,672.0000,494.0000,6246.0000,210.0000
32,7,7,85.2190,84.0743,78.0313,91.1319,43315.58406067,90.5143,65.0893,76.4172,56.6863,2670.39994431,121318.0000,47333.0000,4606.0000,56053.0000,13326.0000,7622.0000,674.0000,515.0000,6225.0000,208.0000
33,7,7,85.3237,84.1249,77.7725,91.6074,43127.13142395,90.8554,65.8166,76.0771,57.9948,2593.96824837,121318.0000,47176.0000,4322.0000,56337.0000,13483.0000,7622.0000,671.0000,486.0000,6254.0000,211.0000
34,7,7,85.3204,84.1245,77.7873,91.5858,43031.35781860,90.8554,65.8501,76.1905,57.9810,2569.43290901,121318.0000,47185.0000,4335.0000,56324.0000,13474.0000,7622.0000,672.0000,487.0000,6253.0000,210.0000
35,7,7,85.3064,84.1044,77.7444,91.5976,43137.44216919,90.8423,65.8178,76.1905,57.9310,2461.25452232,121318.0000,47159.0000,4326.0000,56333.0000,13500.0000,7622.0000,672.0000,488.0000,6252.0000,210.0000
36,7,7,85.2503,84.2018,78.6132,90.6457,43084.35061646,90.1207,64.2280,76.6440,55.2739,2865.01564980,121318.0000,47686.0000,4921.0000,55738.0000,12973.0000,7622.0000,676.0000,547.0000,6193.0000,206.0000
37,7,7,85.2792,84.1598,78.2126,91.0859,42838.53424072,90.4749,64.9952,76.4172,56.5436,2723.47972488,121318.0000,47443.0000,4643.0000,56016.0000,13216.0000,7622.0000,674.0000,518.0000,6222.0000,208.0000
38,7,7,85.3435,84.1582,77.8615,91.5629,42589.09791565,90.7898,65.6891,76.1905,57.7320,2565.85923767,121318.0000,47230.0000,4352.0000,56307.0000,13429.0000,7622.0000,672.0000,492.0000,6248.0000,210.0000
39,7,7,85.3286,84.1917,78.1368,91.2639,42532.15093994,90.5668,65.1816,76.3039,56.8893,2706.95314598,121318.0000,47397.0000,4537.0000,56122.0000,13262.0000,7622.0000,673.0000,510.0000,6230.0000,209.0000
40,7,7,85.3402,84.1862,78.0428,91.3794,42475.09605408,90.6324,65.3398,76.3039,57.1307,2650.61707306,121318.0000,47340.0000,4466.0000,56193.0000,13319.0000,7622.0000,673.0000,505.0000,6235.0000,209.0000
41,7,7,85.3385,84.1248,77.6933,91.7173,42447.70068359,90.9079,65.9459,76.0771,58.1960,2489.20267677,121318.0000,47128.0000,4256.0000,56403.0000,13531.0000,7622.0000,671.0000,482.0000,6258.0000,211.0000
42,7,7,85.3748,84.2067,77.9785,91.5161,42224.66392517,90.7242,65.5290,76.1905,57.4850,2620.25103760,121318.0000,47301.0000,4385.0000,56274.0000,13358.0000,7622.0000,672.0000,497.0000,6243.0000,210.0000
43,7,7,85.3929,84.1603,77.6109,91.9169,42129.30796814,91.0653,66.3371,76.0771,58.8081,2474.63714981,121318.0000,47078.0000,4140.0000,56519.0000,13581.0000,7622.0000,671.0000,470.0000,6270.0000,211.0000
44,7,7,85.4045,84.1425,77.4461,92.1065,42129.86851501,91.2490,66.7332,75.8503,59.5726,2389.36730194,121318.0000,46978.0000,4026.0000,56633.0000,13681.0000,7622.0000,669.0000,454.0000,6286.0000,213.0000
45,7,7,85.3830,84.2478,78.1764,91.3418,42005.95797729,90.6324,65.3734,76.4172,57.1186,2676.15987015,121318.0000,47421.0000,4495.0000,56164.0000,13238.0000,7622.0000,674.0000,506.0000,6234.0000,208.0000
46,7,7,85.3575,84.0516,77.1691,92.2819,42166.89704895,91.4196,67.1357,75.7370,60.2888,2298.26484680,121318.0000,46810.0000,3915.0000,56744.0000,13849.0000,7622.0000,668.0000,440.0000,6300.0000,214.0000
